Station,GPS Coordinate North,GPS Coordinate West,Parameter,Lab,Result,Unit,datetime
TIFFANY RUN,39.33352,-76.57732,pH,WQM Field,7.16,pH units,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Suspended Solids,BRWWTP Lab,12,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,TKN,BRWWTP Lab,2.296,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Total Coliform,PWWTP Lab,130000,MPN/100ml,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Total Phosphorus,BRWWTP Lab,0.271,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Water Temperature,WQM Field,6.45,degrees Celsius,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Zinc_Total,Martel,32,ug/L,1/31/2006 9:57
PERRING PKWY,39.35876,-76.57384,Ammonia-Nitrogen,BRWWTP Lab,0.078,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,BOD5,BRWWTP Lab,4.7,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Chloride,WQM Lab,73,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Chlorine_Spec,WQM Field,0.03,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,COD,BRWWTP Lab,22,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Conductivity,WQM Field,282.9,umhos,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Conductivity,WQM Lab,503,umhos,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Copper_Total,Martel,5.5,ug/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Dissolved Oxygen,WQM Field,10.73,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Fecal Coliform,PWWTP Lab,3000,MPN/100ml,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Fluoride,WQM Lab,0.028,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Lead_Total,Martel,2.1,ug/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.516,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,pH,WQM Field,7.21,pH units,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Suspended Solids,BRWWTP Lab,7.5,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,TKN,BRWWTP Lab,0.91,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Total Coliform,PWWTP Lab,8000,MPN/100ml,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Total Phosphorus,BRWWTP Lab,0.193,mg/L,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Water Temperature,WQM Field,8.28,degrees Celsius,1/31/2006 10:20
PERRING PKWY,39.35876,-76.57384,Zinc_Total,Martel,34,ug/L,1/31/2006 10:20
MT. PLEASANT GC,39.35876,-76.57397,Ammonia-Nitrogen,BRWWTP Lab,0.127,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,BOD5,BRWWTP Lab,4.7,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Chloride,WQM Lab,33,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Chlorine_Spec,WQM Field,0.02,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,COD,BRWWTP Lab,42,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Conductivity,WQM Lab,363,umhos,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Conductivity,WQM Field,457.1,umhos,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Copper_Total,Martel,8.7,ug/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Dissolved Oxygen,WQM Field,14.81,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Fecal Coliform,PWWTP Lab,23000,MPN/100ml,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Fluoride,WQM Lab,0.039,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Lead_Total,Martel,3.5,ug/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.83,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,pH,WQM Field,7.2,pH units,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Suspended Solids,BRWWTP Lab,15,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,TKN,BRWWTP Lab,1.173,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Total Coliform,PWWTP Lab,23000,MPN/100ml,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Total Phosphorus,BRWWTP Lab,0.238,mg/L,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Water Temperature,WQM Field,7.72,degrees Celsius,1/31/2006 10:23
MT. PLEASANT GC,39.35876,-76.57397,Zinc_Total,Martel,36,ug/L,1/31/2006 10:23
RADECKE AVE.,39.33036,-76.53478,Ammonia-Nitrogen,BRWWTP Lab,0.226,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,BOD5,BRWWTP Lab,7.8,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Chloride,WQM Lab,13,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Chlorine_Spec,WQM Field,0.01,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,COD,BRWWTP Lab,38,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Conductivity,WQM Lab,116,umhos,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Conductivity,WQM Field,143,umhos,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Copper_Dissolved,Martel,5.4,ug/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Copper_Total,Martel,15,ug/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Dissolved Oxygen,WQM Field,13.81,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Fecal Coliform,PWWTP Lab,3000,MPN/100ml,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Fluoride,WQM Lab,0.024,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Hach Ammonia-Nitrogen,WQM Field,0.3,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Hardness,Martel,100,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Lead_Dissolved,Martel,1.2,ug/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Lead_Total,Martel,16,ug/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,0.809,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,pH,WQM Field,7.73,pH units,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Sodium,Martel,9.6,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Suspended Solids,BRWWTP Lab,43,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,TKN,BRWWTP Lab,1.717,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Total Coliform,PWWTP Lab,17000,MPN/100ml,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Total Phosphorus,BRWWTP Lab,0.418,mg/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Water Temperature,WQM Field,8.45,degrees Celsius,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Zinc_Dissolved,Martel,35,ug/L,1/31/2006 10:24
RADECKE AVE.,39.33036,-76.53478,Zinc_Total,Martel,93,ug/L,1/31/2006 10:24
HAMILTON AVE.,39.33673,-76.53967,Ammonia-Nitrogen,BRWWTP Lab,0.125,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,BOD5,BRWWTP Lab,6.1,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Chloride,WQM Lab,23,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Chlorine_Spec,WQM Field,0,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,COD,BRWWTP Lab,9,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Conductivity,WQM Lab,175,umhos,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Conductivity,WQM Field,228,umhos,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Copper_Dissolved,Martel,7.4,ug/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Copper_Total,Martel,11,ug/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Dissolved Oxygen,WQM Field,16.61,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Fecal Coliform,PWWTP Lab,2300,MPN/100ml,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Fluoride,WQM Lab,0.024,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Hach Ammonia-Nitrogen,WQM Field,0.14,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Hardness,Martel,96,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Lead_Dissolved,Martel,2,ug/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Lead_Total,Martel,7.1,ug/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.579,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,pH,WQM Field,7.58,pH units,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Suspended Solids,BRWWTP Lab,15,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,TKN,BRWWTP Lab,1.268,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Total Coliform,PWWTP Lab,13000,MPN/100ml,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Total Phosphorus,BRWWTP Lab,0.273,mg/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Water Temperature,WQM Field,8.67,degrees Celsius,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Zinc_Dissolved,Martel,64,ug/L,1/31/2006 10:36
HAMILTON AVE.,39.33673,-76.53967,Zinc_Total,Martel,67,ug/L,1/31/2006 10:36
MARY AVE.,39.343655,-76.541122,Ammonia-Nitrogen,BRWWTP Lab,0.127,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,BOD5,BRWWTP Lab,3.7,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Chloride,WQM Lab,35,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Chlorine_Spec,WQM Field,0.03,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,COD,BRWWTP Lab,9,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Conductivity,WQM Lab,351,umhos,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Conductivity,WQM Field,351,umhos,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Copper_Dissolved,Martel,5.3,ug/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Copper_Total,Martel,7.3,ug/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Dissolved Oxygen,WQM Field,13.7,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Fecal Coliform,PWWTP Lab,3000,MPN/100ml,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Fluoride,WQM Lab,0.028,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Hach Ammonia-Nitrogen,WQM Field,0.11,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Hardness,Martel,120,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Lead_Dissolved,Martel,0.72,ug/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Lead_Total,Martel,2.6,ug/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.589,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,pH,WQM Field,7.3,pH units,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Suspended Solids,BRWWTP Lab,16,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,TKN,BRWWTP Lab,1.471,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Total Coliform,PWWTP Lab,23000,MPN/100ml,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Total Phosphorus,BRWWTP Lab,0.285,mg/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Water Temperature,WQM Field,8.44,degrees Celsius,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Zinc_Dissolved,Martel,42,ug/L,1/31/2006 10:50
MARY AVE.,39.343655,-76.541122,Zinc_Total,Martel,34,ug/L,1/31/2006 10:50
CHINQUAPIN RUN,39.34882,-76.58508,Ammonia-Nitrogen,BRWWTP Lab,0.156,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,BOD5,BRWWTP Lab,7.4,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Chloride,WQM Lab,13,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Chlorine_Spec,WQM Field,0.04,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,COD,BRWWTP Lab,31,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Conductivity,WQM Field,242,umhos,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Conductivity,WQM Lab,273,umhos,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Copper_Total,Martel,8.8,ug/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Dissolved Oxygen,WQM Field,12.36,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Fecal Coliform,PWWTP Lab,8000,MPN/100ml,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Fluoride,WQM Lab,0.025,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Lead_Total,Martel,4.8,ug/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.657,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,pH,WQM Field,7.55,pH units,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Suspended Solids,BRWWTP Lab,18,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,TKN,BRWWTP Lab,1.425,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Total Coliform,PWWTP Lab,23000,MPN/100ml,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Total Phosphorus,BRWWTP Lab,0.184,mg/L,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Water Temperature,WQM Field,8.25,degrees Celsius,1/31/2006 10:58
CHINQUAPIN RUN,39.34882,-76.58508,Zinc_Total,Martel,48,ug/L,1/31/2006 10:58
WRIGHT AVE.,39.30784,-76.55666,Ammonia-Nitrogen,BRWWTP Lab,0.141,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,BOD5,BRWWTP Lab,5,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Chloride,WQM Lab,90,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Chlorine_Spec,WQM Field,0.12,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,COD,BRWWTP Lab,49,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Conductivity,WQM Field,742.8,umhos,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Conductivity,WQM Lab,805,umhos,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Copper_Total,Martel,18,ug/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Dissolved Oxygen,WQM Field,14.28,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Fecal Coliform,PWWTP Lab,5000,MPN/100ml,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Fluoride,WQM Lab,0.195,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Hach Ammonia-Nitrogen,WQM Field,0.23,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Lead_Total,Martel,110,ug/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.106,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,pH,WQM Field,7.23,pH units,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Suspended Solids,BRWWTP Lab,64,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,TKN,BRWWTP Lab,1.057,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Total Coliform,PWWTP Lab,13000,MPN/100ml,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Total Phosphorus,BRWWTP Lab,0.24,mg/L,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Water Temperature,WQM Field,8.52,degrees Celsius,1/31/2006 11:17
WRIGHT AVE.,39.30784,-76.55666,Zinc_Total,Martel,160,ug/L,1/31/2006 11:17
PULASKI HWY.,39.30539,-76.5386,Ammonia-Nitrogen,BRWWTP Lab,0.58,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,BOD5,BRWWTP Lab,5.2,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Chloride,WQM Lab,25,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Chlorine_Spec,WQM Field,0,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,COD,BRWWTP Lab,22,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Conductivity,WQM Field,308.9,umhos,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Conductivity,WQM Lab,356,umhos,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Copper_Total,Martel,8.9,ug/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Dissolved Oxygen,WQM Field,15.04,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Fecal Coliform,PWWTP Lab,30000,MPN/100ml,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Fluoride,WQM Lab,0.039,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Hach Ammonia-Nitrogen,WQM Field,0.62,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Lead_Total,Martel,7.6,ug/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.536,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,pH,WQM Field,7.78,pH units,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Suspended Solids,BRWWTP Lab,21,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,TKN,BRWWTP Lab,1.964,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Total Coliform,PWWTP Lab,60000,MPN/100ml,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Total Phosphorus,BRWWTP Lab,0.264,mg/L,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Water Temperature,WQM Field,7.46,degrees Celsius,1/31/2006 11:38
PULASKI HWY.,39.30539,-76.5386,Zinc_Total,Martel,46,ug/L,1/31/2006 11:38
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Ammonia-Nitrogen,BRWWTP Lab,0.109,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,BOD5,BRWWTP Lab,4.3,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Chloride,WQM Lab,63,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Chlorine_Spec,WQM Field,0.14,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,COD,BRWWTP Lab,9,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Conductivity,WQM Field,409.5,umhos,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Conductivity,WQM Lab,451,umhos,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Copper_Total,Martel,6.7,ug/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Dissolved Oxygen,WQM Field,14.43,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Fecal Coliform,PWWTP Lab,2300,MPN/100ml,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Fluoride,WQM Lab,0.074,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Hach Ammonia-Nitrogen,WQM Field,0.13,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Lead_Total,Martel,5.6,ug/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.648,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,pH,WQM Field,7.55,pH units,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Suspended Solids,BRWWTP Lab,30,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,TKN,BRWWTP Lab,0.928,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Total Coliform,PWWTP Lab,8000,MPN/100ml,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Total Phosphorus,BRWWTP Lab,0.038,mg/L,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Water Temperature,WQM Field,8.16,degrees Celsius,1/31/2006 11:50
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Zinc_Total,Martel,37,ug/L,1/31/2006 11:50
MT. PLEASANT GC,39.35876,-76.57397,Chlorine_Spec,WQM Field,0.02,mg/L,2/1/2006 7:00
MT. PLEASANT GC,39.35876,-76.57397,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,2/1/2006 7:00
PERRING PKWY,39.35876,-76.57384,Chlorine_Spec,WQM Field,0.03,mg/L,2/1/2006 7:10
PERRING PKWY,39.35876,-76.57384,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,2/1/2006 7:10
CR @ THE ALAMEDA,39.35655,-76.59576,Chlorine_Spec,WQM Field,0,mg/L,2/1/2006 7:45
CR @ THE ALAMEDA,39.35655,-76.59576,Hach Ammonia-Nitrogen,WQM Field,0.19,mg/L,2/1/2006 7:45
CHINQUAPIN RUN,39.34882,-76.58508,Chlorine_Spec,WQM Field,0,mg/L,2/1/2006 8:15
CHINQUAPIN RUN,39.34882,-76.58508,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,2/1/2006 8:15
HARFORD RD.,39.33377,-76.57719,Chlorine_Spec,WQM Field,0,mg/L,2/1/2006 8:45
HARFORD RD.,39.33377,-76.57719,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,2/1/2006 8:45
TIFFANY RUN,39.33352,-76.57732,Chlorine_Spec,WQM Field,0.02,mg/L,2/1/2006 8:45
TIFFANY RUN,39.33352,-76.57732,Hach Ammonia-Nitrogen,WQM Field,0.82,mg/L,2/1/2006 8:45
RADECKE AVE.,39.33036,-76.53478,Chlorine_Spec,WQM Field,0,mg/L,2/1/2006 9:15
RADECKE AVE.,39.33036,-76.53478,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,2/1/2006 9:15
HAMILTON AVE.,39.33673,-76.53967,Chlorine_Spec,WQM Field,0,mg/L,2/1/2006 9:40
HAMILTON AVE.,39.33673,-76.53967,Hach Ammonia-Nitrogen,WQM Field,0.06,mg/L,2/1/2006 9:40
BR @ MORAVIA RD.,39.31274,-76.54393,Chlorine_Spec,WQM Field,0.04,mg/L,2/1/2006 10:10
BR @ MORAVIA RD.,39.31274,-76.54393,Hach Ammonia-Nitrogen,WQM Field,0.04,mg/L,2/1/2006 10:10
BANCROFT RD.,39.36559,-76.69292,Chlorine_Spec,WQM Field,0,mg/L,2/1/2006 10:20
BANCROFT RD.,39.36559,-76.69292,Conductivity,WQM Field,531,umhos,2/1/2006 10:20
BANCROFT RD.,39.36559,-76.69292,Hach Ammonia-Nitrogen,WQM Field,0.04,mg/L,2/1/2006 10:20
BANCROFT RD.,39.36559,-76.69292,pH,WQM Field,7.44,pH units,2/1/2006 10:20
BANCROFT RD.,39.36559,-76.69292,Water Temperature,WQM Field,6.82,degrees Celsius,2/1/2006 10:20
MERVILLE,39.36161,-76.67838,Chlorine_Spec,WQM Field,0.01,mg/L,2/1/2006 10:30
MERVILLE,39.36161,-76.67838,Conductivity,WQM Field,319,umhos,2/1/2006 10:30
MERVILLE,39.36161,-76.67838,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,2/1/2006 10:30
MERVILLE,39.36161,-76.67838,pH,WQM Field,7.85,pH units,2/1/2006 10:30
MERVILLE,39.36161,-76.67838,Water Temperature,WQM Field,6.99,degrees Celsius,2/1/2006 10:30
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Chlorine_Spec,WQM Field,0,mg/L,2/1/2006 10:35
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Hach Ammonia-Nitrogen,WQM Field,0.15,mg/L,2/1/2006 10:35
SMITH AVE.,39.36782,-76.6487,Chlorine_Spec,WQM Field,0.09,mg/L,2/1/2006 10:46
SMITH AVE.,39.36782,-76.6487,Conductivity,WQM Field,526,umhos,2/1/2006 10:46
SMITH AVE.,39.36782,-76.6487,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,2/1/2006 10:46
SMITH AVE.,39.36782,-76.6487,pH,WQM Field,7.95,pH units,2/1/2006 10:46
SMITH AVE.,39.36782,-76.6487,Water Temperature,WQM Field,5.62,degrees Celsius,2/1/2006 10:46
