X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1429709.49427097,594074.627390981,31061,1653,028,USE2023-54300,Y,2023/08/30 00:00:00+00,Aug 30 2023 12,1-08,1-08,I,13,CARE,1653 028,522 N PATTERSON PARK AVE
1429708.77904931,594088.891798139,31062,1653,029,USE2015-04889,Y,2016/01/08 00:00:00+00,Jan  8 2016 12,SF,SF,I,13,CARE,1653 029,524 N PATTERSON PARK AVE
1429573.17269322,594174.684277475,31078,1653,044,BUSE-25-000774,Y,2025/07/15 00:00:00+00,Jul 15 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,I,13,CARE,1653 044,2229 MCELDERRY ST
1408957.5803943,591033.862803221,31085,2167B,018,USE2018-54387,Y,2018/09/13 08:00:06+00,Sep 13 2018  8,7-03,1-08,J,9,Shipley Hill,2167B018,2584 W FAYETTE ST
1429404.79015598,594094.725119814,31094,1653,064,USE2017-00270,Y,2017/03/22 14:39:29+00,Mar 22 2017  2,SF,SF,I,13,CARE,1653 064,515 N COLLINGTON AVE
1429405.5001283,594080.384925395,31095,1653,065,USE2017-50769,Y,2017/06/01 14:01:08+00,Jun  1 2017  2,SF,SF,I,13,CARE,1653 065,513 N COLLINGTON AVE
1429406.19993006,594066.304901063,31096,1653,066,USE2017-53646,Y,2017/10/31 14:30:02+00,Oct 31 2017  2,1-08,1-08,I,13,CARE,1653 066,511 N COLLINGTON AVE
1429418.91972089,594051.985047817,31097,1653,067,USE2022-52072,Y,2023/02/15 00:00:00+00,Feb 15 2023 12,7-03,1-11,I,13,CARE,1653 067,509 N COLLINGTON AVE
1429419.68218656,594036.650104731,31098,1653,068,USE2015-02813,Y,2015/07/10 00:00:00+00,Jul 10 2015 12,VAC,SF,I,13,CARE,1653 068,507 N COLLINGTON AVE
1409028.69967464,591037.731233805,31122,2167B,023,USE2020-55814,Y,2021/07/26 00:00:00+00,Jul 26 2021 12,1-08,1-08,J,9,Shipley Hill,2167B023,2568 W FAYETTE ST
1409042.90010555,591038.495667979,31123,2167B,024,BUSE-25-005704,Y,2026/03/18 00:00:00+00,Mar 18 2026 12,Dwelling: Rowhouse,Dwelling: Rowhouse,J,9,Shipley Hill,2167B024,2566 W FAYETTE ST
1412640.83615114,589938.651410982,31141,0243,001,BUSE-25-002520,Y,2025/08/19 00:00:00+00,Aug 19 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,I,9,Carrollton Ridge,0243 001,1809 W LOMBARD ST
1412373.66312906,589865.137122303,31163,0243,023,USE2016-00025,Y,2016/04/08 00:00:00+00,Apr  8 2016 12,VAC,SF,I,9,Carrollton Ridge,0243 023,107 S MONROE ST
1412696.99548763,589829.476104394,31195,0243,057,USE2022-56998,Y,2023/12/08 00:00:00+00,Dec  8 2023 12,7-03,1-08,I,9,Carrollton Ridge,0243 057,118 S FULTON AVE
1410811.68462572,588736.937278971,31231,0288,101,USE2018-55050,Y,2020/02/28 00:00:00+00,Feb 28 2020 12,1-08,1-08,J,9,Carrollton Ridge,0288 101,2227 RAMSAY ST
1411403.15916455,588754.673135892,31251,0289,004,BUSE-25-003202,Y,2025/11/12 00:00:00+00,Nov 12 2025 12,Single Family Dwelling,Single Family Dwelling,J,9,Carrollton Ridge,0289 004,406 S PULASKI ST
1413562.24867839,589308.019798234,31256,0277,002,USE2022-56552,Y,2023/02/13 00:00:00+00,Feb 13 2023 12,1-08,1-08,J,9,Mount Clare,0277 002,302 S GILMOR ST
1413990.89480272,588678.514167473,31280,0708,050,BUSE-25-001603,Y,2025/05/06 00:00:00+00,May  6 2025 12,Single Family Dwelling,Single Family Dwelling,I,9,Mount Clare,0708 050,428 S STRICKER ST
1413988.10412589,588747.587192059,31285,0708,055,USE2015-00519,Y,2015/02/18 00:00:00+00,Feb 18 2015 12,SF,SF,I,9,Mount Clare,0708 055,418 S STRICKER ST
1417335.42518714,587535.266125888,31320,0820,072,USE2020-51629,Y,2020/04/20 00:00:00+00,Apr 20 2020 12,1-08,1-08,E,10,Washington Village/Pigtown,0820 072,1125 WICOMICO ST
1416455.39709155,588880.662385225,31345,0846,023,USE2015-04799,Y,2015/12/10 00:00:00+00,Dec 10 2015 12,VAC,SF,E,10,Washington Village/Pigtown,0846 023,930 WASHINGTON BLVD
1416357.61808763,588911.419213474,31360,0846,035,USE2019-52669,Y,2019/07/12 15:30:07+00,Jul 12 2019  3,3-52,3-52,E,10,Washington Village/Pigtown,0846 035,409 S AMITY ST
1416721.31421064,588910.458913565,31369,0847A,026,USE2019-52409,Y,2019/05/16 15:44:31+00,May 16 2019  3,7-03,1-07,E,10,Washington Village/Pigtown,0847A026,906 WASHINGTON BLVD
1422384.62604672,585082.787435055,31383,1007,052,USE2018-50028,Y,2018/01/18 14:00:02+00,Jan 18 2018  2,1-08,1-08,B,11,Riverside,1007 052,107 E FORT AVE
1421114.19650097,584349.921446726,31509,1012,001,USE2017-50700,Y,2017/06/01 12:00:16+00,Jun  1 2017 12,SF,SF,B,10,South Baltimore,1012 001,1637 CLARKSON ST
1419787.88911422,593974.853640392,31580,0530,034,USE2016-05695,Y,2016/12/29 14:44:41+00,Dec 29 2016  2,3-42,3-52,E,11,Mount Vernon,0530 034,602 N HOWARD ST
1419798.0193433,593901.45877406,31581,0530,035,BUSE-25-003341,Y,2025/10/10 00:00:00+00,Oct 10 2025 12,Commercial,Multi-Family Dwelling,E,11,Mount Vernon,0530 035,600 N HOWARD ST
1416755.04413006,594334.955610484,31633,0431,056,BUSE-25-003501,Y,2025/09/15 00:00:00+00,Sep 15 2025 12,Single Family Dwelling,Single Family Dwelling,G,11,Upton,0431 056,1143 MYRTLE AVE
1416782.44400963,594306.471087396,31636,0431,059,USE2018-51275,Y,2018/03/20 15:30:02+00,Mar 20 2018  3,1-08,1-08,G,11,Upton,0431 059,1137 MYRTLE AVE
1416809.92262922,594277.880593389,31642,0431,062,BUSE-25-002858,Y,2025/08/29 00:00:00+00,Aug 29 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,G,11,Upton,0431 062,1131 MYRTLE AVE
1416856.23224789,594229.691713393,31647,0431,067,USE2022-56985,Y,2023/05/01 00:00:00+00,May  1 2023 12,1-08,1-08,G,11,Upton,0431 067,1121 MYRTLE AVE
1416865.45434231,594220.076247066,31648,0431,068,USE2022-57386,Y,2023/04/03 00:00:00+00,Apr  3 2023 12,1-08,1-08,G,11,Upton,0431 068,1119 MYRTLE AVE
1421619.92941339,586826.998513564,31764,0934B,049,USE2019-52902,Y,2019/08/16 14:30:09+00,Aug 16 2019  2,1-08,1-08,B,11,Federal Hill,0934B049,1036 PATAPSCO ST
1410917.43999164,590345.368773401,31911,0204,048,USE2022-55216,Y,2022/11/02 00:00:00+00,Nov  2 2022 12,1-08,1-08,J,9,Boyd-Booth,0204 048,2154 HOLLINS ST
1414830.67068222,591003.481302306,31932,0199,002A,USE2020-51488,Y,2021/08/26 00:00:00+00,Aug 26 2021 12,7-03,1-07,I,9,Poppleton,0199 002A,7 N CAREY ST
1415889.04356547,591300.158202395,31968,0200,004,USE2017-50561,Y,2017/05/23 15:30:00+00,May 23 2017  3,SF,SF,G,9,Poppleton,0200 004,1007 W FAYETTE ST
1415862.9091033,591299.086354136,31970,0200,006,USE2022-56124,Y,2022/10/24 00:00:00+00,Oct 24 2022 12,1-08,1-08,G,9,Poppleton,0200 006,1011 W FAYETTE ST
1415823.59389322,591297.436423063,31973,0200,009,USE2019-53449,Y,2019/07/26 07:00:47+00,Jul 26 2019  7,1-08,1-08,G,9,Poppleton,0200 009,1017 W FAYETTE ST
1415810.40494323,591297.027631223,31974,0200,010,USE2021-50925,Y,2021/03/06 00:00:00+00,Mar  6 2021 12,1-08,1-08,G,9,Poppleton,0200 010,1019 W FAYETTE ST
1415797.87839347,591296.391805723,31975,0200,011,USE2018-50048,Y,2018/01/18 13:30:02+00,Jan 18 2018  1,1-08,1-08,G,9,Poppleton,0200 011,1021 W FAYETTE ST
1415758.6908078,591294.762871981,31978,0200,014,USE2015-04381,Y,2015/10/19 00:00:00+00,Oct 19 2015 12,VAC,SF,G,9,Poppleton,0200 014,1027 W FAYETTE ST
1415745.29221256,591294.146075308,31979,0200,015,USE2019-52766,Y,2019/06/14 13:30:05+00,Jun 14 2019  1,1-08,1-08,G,9,Poppleton,0200 015,1029 W FAYETTE ST
1415720.12559623,591293.174292475,31981,0200,017,USE2019-55221,Y,2019/10/22 13:30:11+00,Oct 22 2019  1,1-08,1-08,G,9,Poppleton,0200 017,1033 W FAYETTE ST
1415708.25554122,591292.6680599,31985,0200,018,USE2021-50921,Y,2021/03/15 00:00:00+00,Mar 15 2021 12,1-08,1-08,G,9,Poppleton,0200 018,1035 W FAYETTE ST
1421794.80504788,587083.465520307,32078,0934A,043,USE2022-56120,Y,2022/11/02 00:00:00+00,Nov  2 2022 12,1-08,1-08,B,11,Federal Hill,0934A043,31 E HAMBURG ST
1416072.08847497,594462.001944304,32116,0392,052,USE2014-00313,Y,2015/03/02 00:00:00+00,Mar  2 2015 12,MF,MF,G,11,Upton,0392 052,812 W LANVALE ST
1416115.53392614,594992.17706506,32174,0393,034,USE2022-53640,Y,2022/06/06 00:00:00+00,Jun  6 2022 12,7-03,2-08,G,11,Upton,0393 034,1345 MYRTLE AVE
1415269.19670805,598153.394823983,32233,0309,042,USE2020-52070,Y,2020/05/20 00:00:00+00,May 20 2020 12,1-07,1-07,G,7,Druid Heights,0309 042,2101 DRUID HILL AVE
1415302.13365005,598555.828074232,32244,0310,012,USE2023-53383,Y,2023/07/07 00:00:00+00,Jul  7 2023 12,1-08,1-08,G,7,Druid Heights,0310 012,2129 MCCULLOH ST
1415356.68537822,598498.549645483,32249,0310,016A,USE2019-51318,Y,2019/09/20 15:00:10+00,Sep 20 2019  3,1-08,1-08,G,7,Druid Heights,0310 016A,2121 1/2 MCCULLOH ST
1415368.41173272,598487.55458872,32250,0310,017,BUSE-25-002811,Y,2025/06/26 00:00:00+00,Jun 26 2025 12,Single Family Dwelling,Single Family Dwelling,G,7,Druid Heights,0310 017,2121 MCCULLOH ST
1415404.92839198,598448.659981474,32257,0310,021,USE2024-54484,Y,2024/08/27 00:00:00+00,Aug 27 2024 12,1-08,1-08,G,7,Druid Heights,0310 021,2113 MCCULLOH ST
1415465.83706281,598363.128328398,32261,0310,025,BUSE-25-005621,Y,2025/11/15 00:00:00+00,Nov 15 2025 12,Dwelling: Semi-Detached,Dwelling: Semi-Detached,G,7,Druid Heights,0310 025,2103 MCCULLOH ST
1415060.91825323,597527.394107476,32275,0313,002,USE2024-55832,Y,2024/12/18 00:00:00+00,Dec 18 2024 12,7-03,1-08,I,7,Upton,0313 002,2002 DIVISION ST
1414844.15589148,597592.646601647,32305,0313,026,USE2017-01245,Y,2017/04/04 15:48:39+00,Apr  4 2017  3,SF,SF,I,7,Upton,0313 026,549 BLOOM ST
1416748.1159943,596098.116782308,32341,0376,022,USE2022-53120,Y,2022/05/10 00:00:00+00,May 10 2022 12,7-03,1-08,H,9,Upton,0376 022,515 MOSHER ST
1417019.23651506,596034.236988813,32355,0376,033,USE2024-53226,Y,2024/07/11 00:00:00+00,Jul 11 2024 12,1-08,1-08,H,9,Upton,0376 033,502 W LAFAYETTE AVE
1417110.43416731,596435.144979641,32376,0377,014,USE2017-53403,Y,2018/01/30 14:30:02+00,Jan 30 2018  2,1-07,1-07,H,9,Upton,0377 014,1428 MCCULLOH ST
1417058.34470455,596309.561897472,32391,0377,026,USE2024-56242,Y,2024/12/12 00:00:00+00,Dec 12 2024 12,7-03,1-08,H,9,Upton,0377 026,1423 DRUID HILL AVE
1417134.48792498,596230.997750148,32400,0377,032,USE2021-55432,Y,2021/11/24 00:00:00+00,Nov 24 2021 12,1-08,1-08,H,9,Upton,0377 032,1411 DRUID HILL AVE
1417160.53872588,596204.1149299,32402,0377,034,USE2024-55449,Y,2024/12/05 00:00:00+00,Dec  5 2024 12,1-08,1-08,H,9,Upton,0377 034,1407 DRUID HILL AVE
1417186.40744056,596177.48899889,32404,0377,036,USE2023-53862,Y,2023/08/07 00:00:00+00,Aug  7 2023 12,1-08,1-08,H,9,Upton,0377 036,1403 DRUID HILL AVE
1417444.99944305,596551.572240233,32414,0378,005,USE2016-00201,Y,2016/08/26 00:00:00+00,Aug 26 2016 12,VAC,SF,C,9,Madison Park,0378 005,1408 1/2 MADISON AVE
1417415.78690305,596549.006956637,32415,0378,006,USE2016-00202,Y,2016/03/23 00:00:00+00,Mar 23 2016 12,VAC,MF,C,9,Madison Park,0378 006,1410 MADISON AVE
1417394.55827098,596571.912422642,32417,0378,008,USE2017-00902,Y,2017/03/08 12:04:03+00,Mar  8 2017 12,SF,SF,C,9,Madison Park,0378 008,1414 MADISON AVE
1417362.38904397,596604.592147306,32419,0378,010,USE2014-01645,Y,2015/02/19 00:00:00+00,Feb 19 2015 12,VAC,SF,C,9,Madison Park,0378 010,1418 MADISON AVE
1417333.88286738,596633.939857647,32421,0378,012,USE2019-53331,Y,2019/12/02 15:00:41+00,Dec  2 2019  3,1-07,1-07,C,9,Madison Park,0378 012,1422 MADISON AVE
1417329.47375546,596454.832932398,32436,0378,025,USE2021-53113,Y,2024/02/23 00:00:00+00,Feb 23 2024 12,1-08,1-08,C,9,Madison Park,0378 025,1413 MCCULLOH ST
1417175.40877488,588915.81585823,32450,0847B,015,USE2016-00737,Y,2016/05/26 00:00:00+00,May 26 2016 12,SF,SF,E,10,Washington Village/Pigtown,0847B015,828 WASHINGTON BLVD
1417149.32811838,588912.74401398,32452,0847B,017,USE2018-53930,Y,2018/08/06 12:01:58+00,Aug  6 2018 12,1-08,1-08,E,10,Washington Village/Pigtown,0847B017,832 WASHINGTON BLVD
1417134.82945973,588929.98085615,32453,0847B,018,USE2019-56051,Y,2020/01/02 00:00:00+00,Jan  2 2020 12,1-08,1-08,E,10,Washington Village/Pigtown,0847B018,834 WASHINGTON BLVD
1416935.83871597,588920.395573482,32469,0847B,035,USE2016-00738,Y,2016/08/18 00:00:00+00,Aug 18 2016 12,SF,SF,E,10,Washington Village/Pigtown,0847B035,868 WASHINGTON BLVD
1416839.62860656,588948.210150391,32485,0847B,066,BUSE-25-006625,Y,2026/01/12 00:00:00+00,Jan 12 2026 12,Dwelling: Rowhouse,Dwelling: Rowhouse,E,10,Washington Village/Pigtown,0847B066,875 CLIFFORD ST
1417452.34752548,588984.784552306,32502,0848,020,USE2017-50559,Y,2017/08/10 08:30:08+00,Aug 10 2017  8,SF,SF,E,10,Washington Village/Pigtown,0848 020,423 SCOTT ST
1416727.65409297,588754.089475647,32538,0850,012,USE2018-53755,Y,2018/11/23 08:00:07+00,Nov 23 2018  8,7-03,1-08,E,10,Washington Village/Pigtown,0850 012,901 WASHINGTON BLVD
1416691.53769539,588752.086854979,32541,0850,015,USE2020-54069,Y,2020/10/08 00:00:00+00,Oct  8 2020 12,1-08,1-08,E,10,Washington Village/Pigtown,0850 015,907 WASHINGTON BLVD
1416560.09209214,588686.145385817,32550,0850,031,USE2017-54594,Y,2017/12/22 14:30:02+00,Dec 22 2017  2,1-08,1-08,E,10,Washington Village/Pigtown,0850 031,1236 W CROSS ST
1416577.90406439,588681.239227638,32554,0850,032,USE2020-51109,Y,2020/07/01 00:00:00+00,Jul  1 2020 12,1-08,1-08,E,10,Washington Village/Pigtown,0850 032,1234 W CROSS ST
1412580.50129806,588982.259622976,32569,0275,034,USE2015-05124,Y,2015/12/10 00:00:00+00,Dec 10 2015 12,SF,SF,J,9,Carrollton Ridge,0275 034,1824 RAMSAY ST
1412409.99146847,589014.037446558,32585,0275,050,BUSE-25-000315,Y,2025/06/05 00:00:00+00,Jun  5 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,J,9,Carrollton Ridge,0275 050,339 S MONROE ST
1412404.5124768,589121.372861817,32592,0275,057,BUSE-25-006352,Y,2026/03/31 00:00:00+00,Mar 31 2026 12,Single Family Dwelling,Single Family Dwelling,J,9,Carrollton Ridge,0275 057,325 S MONROE ST
1412402.18308514,589192.415042564,32597,0275,063,USE2024-51995,Y,2024/08/09 00:00:00+00,Aug  9 2024 12,1-08,1-08,J,9,Carrollton Ridge,0275 063,313 S MONROE ST
1412397.79103355,589264.84764047,32603,0275,069,BUSE-25-001397,Y,2025/05/30 00:00:00+00,May 30 2025 12,Single Family Dwelling,Single Family Dwelling,J,9,Carrollton Ridge,0275 069,301 S MONROE ST
1412622.71578056,589254.377517059,32618,0275,084,BUSE-25-001986,Y,2025/11/28 00:00:00+00,Nov 28 2025 12,Single Family Dwelling,Single Family Dwelling,J,9,Carrollton Ridge,0275 084,1819 MCHENRY ST
1412634.91719972,589255.099628478,32619,0275,085,USE2018-52458,Y,2018/06/19 09:18:42+00,Jun 19 2018  9,1-08,1-08,J,9,Carrollton Ridge,0275 085,1817 MCHENRY ST
1412536.71004705,589150.735007808,32642,0275,108,USE2022-56655,Y,2023/10/10 00:00:00+00,Oct 10 2023 12,1-11,1-11,J,9,Carrollton Ridge,0275 108,1828 WILHELM ST
1412999.83969823,589272.132074729,32675,0276,005,USE2022-56399,Y,2022/11/16 00:00:00+00,Nov 16 2022 12,7-03,1-08,J,9,Mount Clare,0276 005,1727 MCHENRY ST
1412987.85514213,589271.503138974,32676,0276,006,USE2019-54931,Y,2020/07/16 00:00:00+00,Jul 16 2020 12,1-08,1-08,J,9,Mount Clare,0276 006,1729 MCHENRY ST
1412975.87386689,589270.855830565,32677,0276,007,USE2020-50023,Y,2020/02/21 00:00:00+00,Feb 21 2020 12,1-11,1-11,J,9,Mount Clare,0276 007,1731 MCHENRY ST
1412896.09482697,589228.72435315,32686,0276,016,USE2019-54030,Y,2020/03/31 00:00:00+00,Mar 31 2020 12,1-08,1-08,J,9,Mount Clare,0276 016,311 S FULTON AVE
1412898.45473039,589180.779567137,32694,0276,020,USE2020-52591,Y,2021/02/17 00:00:00+00,Feb 17 2021 12,1-08,1-08,J,9,Mount Clare,0276 020,319 S FULTON AVE
1430055.79705605,599222.775559232,32713,1454,009,USE2020-53234,Y,2021/01/29 00:00:00+00,Jan 29 2021 12,7-03,1-08,J,13,Broadway East,1454 009,2416 E LAFAYETTE AVE
1430134.53508756,599227.566888228,32715,1454,011,USE2016-03154,Y,2016/07/05 00:00:00+00,Jul  5 2016 12,SF,SF,J,13,Broadway East,1454 011,2420 E LAFAYETTE AVE
1430175.39688247,599229.101005897,32718,1454,014,USE2022-52461,Y,2022/08/15 00:00:00+00,Aug 15 2022 12,1-08,1-08,J,13,Broadway East,1454 014,2426 E LAFAYETTE AVE
1430227.0102963,599326.475154981,32731,1454,024,USE2019-50909,Y,2019/03/11 15:30:08+00,Mar 11 2019  3,1-08,1-08,J,13,Broadway East,1454 024,1806 N MILTON AVE
1430220.53163472,599451.265587807,32743,1454,033,USE2019-51828,Y,2019/04/12 15:30:06+00,Apr 12 2019  3,1-08,1-08,J,13,Broadway East,1454 033,1824 N MILTON AVE
1430215.78328463,599471.6241429,32744,1454,034,USE2024-54532,Y,2024/12/10 00:00:00+00,Dec 10 2024 12,1-08,1-08,J,13,Broadway East,1454 034,1826 N MILTON AVE
1429966.91731255,599305.559842482,32782,1454,055,USE2024-54637,Y,2024/12/02 00:00:00+00,Dec  2 2024 12,1-08,1-08,J,13,Broadway East,1454 055,1811 N MONTFORD AVE
1430038.58186738,599370.41994898,32800,1454,066,USE2016-01916,Y,2016/05/03 00:00:00+00,May  3 2016 12,SF,SF,J,13,Broadway East,1454 066,1814 N PORT ST
1430037.85975598,599384.011785313,32801,1454,067,USE2021-50687,Y,2021/09/08 00:00:00+00,Sep  8 2021 12,1-08,1-08,J,13,Broadway East,1454 067,1816 N PORT ST
1430032.50248322,599491.72023131,32809,1454,075,USE2015-02522,Y,2015/06/29 00:00:00+00,Jun 29 2015 12,SF,SF,J,13,Broadway East,1454 075,1832 N PORT ST
1430153.58951139,599316.850502312,32816,1454,079,USE2017-50969,Y,2017/06/12 14:00:01+00,Jun 12 2017  2,1-08,1-08,J,13,Broadway East,1454 079,1807 N PORT ST
1430151.72829464,599353.623394638,32819,1454,082,USE2020-53845,Y,2020/09/01 00:00:00+00,Sep  1 2020 12,1-08,1-08,J,13,Broadway East,1454 082,1813 N PORT ST
1430149.90579171,599389.843794644,32822,1454,085,USE2023-55336,Y,2024/03/26 00:00:00+00,Mar 26 2024 12,1-08,1-08,J,13,Broadway East,1454 085,1819 N PORT ST
1416415.37026872,588174.44102864,32849,0791,022,USE2023-55721,Y,2024/04/09 00:00:00+00,Apr  9 2024 12,1-08,1-08,F,10,Washington Village/Pigtown,0791 022,1147 CARROLL ST
1416324.29302305,588080.599680901,32862,0791,032,USE2021-54765,Y,2022/09/21 00:00:00+00,Sep 21 2022 12,1-08,1-08,F,10,Washington Village/Pigtown,0791 032,1167 CARROLL ST
1416582.62452739,587929.448080316,32871,0791,039,USE2023-56386,Y,2024/01/30 00:00:00+00,Jan 30 2024 12,7-03,1-08,F,10,Washington Village/Pigtown,0791 039,1174 NANTICOKE ST
1416591.01164973,587938.066829473,32872,0791,040,USE2020-54784,Y,2020/10/23 00:00:00+00,Oct 23 2020 12,1-08,1-08,F,10,Washington Village/Pigtown,0791 040,1172 NANTICOKE ST
1416687.23061739,588037.260528728,32890,0791,051,USE2023-53814,Y,2023/07/28 00:00:00+00,Jul 28 2023 12,1-08,1-08,F,10,Washington Village/Pigtown,0791 051,1148 NANTICOKE ST
1416742.31712139,588094.033709139,32896,0791,057,USE2024-54350,Y,2024/08/28 00:00:00+00,Aug 28 2024 12,1-08,1-08,F,10,Washington Village/Pigtown,0791 057,1136 NANTICOKE ST
1416784.32425523,588137.30396381,32901,0791,062,USE2015-00684,Y,2015/04/28 00:00:00+00,Apr 28 2015 12,SF,SF,F,10,Washington Village/Pigtown,0791 062,1126 NANTICOKE ST
1416800.93511438,588154.446646065,32905,0791,064,USE2021-51308,Y,2021/03/29 00:00:00+00,Mar 29 2021 12,7-03,1-08,F,10,Washington Village/Pigtown,0791 064,1122 NANTICOKE ST
1416714.73810831,588374.332033053,32926,0791,080,USE2017-54591,Y,2018/01/17 09:30:02+00,Jan 17 2018  9,1-08,1-08,F,10,Washington Village/Pigtown,0791 080,1137 W CROSS ST
1416672.13419089,588415.443499386,32937,0791,085,USE2017-54517,Y,2018/01/11 15:00:06+00,Jan 11 2018  3,1-08,1-08,F,10,Washington Village/Pigtown,0791 085,1147 W CROSS ST
1416636.48629631,588449.310557649,32941,0791,089,USE2014-05963,Y,2015/09/30 00:00:00+00,Sep 30 2015 12,COM,COM,F,10,Washington Village/Pigtown,0791 089,1155 W CROSS ST
1423522.49581823,596790.703979805,32971,1155,034,USE2019-50183,Y,2019/01/16 13:00:02+00,Jan 16 2019  1,1-08,1-08,H,12,Johnston Square,1155 034,739 E PRESTON ST
1423593.80374648,596794.732843146,32976,1155,039,USE2019-56111,Y,2020/06/17 00:00:00+00,Jun 17 2020 12,7-03,1-08,H,12,Johnston Square,1155 039,749 E PRESTON ST
1423598.2735538,596733.286115646,32983,1155,043,USE2018-50509,Y,2018/03/13 11:37:35+00,Mar 13 2018 11,1-08,1-08,H,12,Johnston Square,1155 043,1214 HOMEWOOD AVE
1423599.03864413,596717.838639975,32984,1155,044,USE2018-50507,Y,2018/04/09 13:00:02+00,Apr  9 2018  1,1-08,1-08,H,12,Johnston Square,1155 044,1212 HOMEWOOD AVE
1423599.68431213,596700.1336229,32985,1155,045,USE2019-50568,Y,2019/03/19 14:00:08+00,Mar 19 2019  2,1-08,1-08,H,12,Johnston Square,1155 045,1210 HOMEWOOD AVE
1423603.44381906,596645.012342066,32990,1155,046,USE2018-50506,Y,2018/03/28 13:30:00+00,Mar 28 2018  1,1-08,1-08,H,12,Johnston Square,1155 046,1208 HOMEWOOD AVE
1423603.31521039,596632.150163054,32991,1155,047,USE2018-50505,Y,2018/03/05 15:00:03+00,Mar  5 2018  3,1-08,1-08,H,12,Johnston Square,1155 047,1206 HOMEWOOD AVE
1423603.93463172,596619.637392804,32992,1155,048,USE2024-51935,Y,2024/06/30 00:00:00+00,Jun 30 2024 12,1-08,1-08,H,12,Johnston Square,1155 048,1204 HOMEWOOD AVE
1423604.5727538,596606.930397227,32993,1155,049,USE2018-50504,Y,2018/04/26 07:30:03+00,Apr 26 2018  7,1-08,1-08,H,12,Johnston Square,1155 049,1202 HOMEWOOD AVE
1423604.39690113,596594.223073557,32994,1155,050,USE2018-50503,Y,2018/04/09 13:00:02+00,Apr  9 2018  1,1-08,1-08,H,12,Johnston Square,1155 050,1200 HOMEWOOD AVE
1423608.65181389,596548.008270979,32999,1155,053,USE2018-55809,Y,2019/01/15 15:00:03+00,Jan 15 2019  3,1-08,1-08,H,12,Johnston Square,1155 053,730 E BIDDLE ST
1423595.07703789,596546.928548723,33000,1155,054,USE2019-51561,Y,2019/04/10 08:00:29+00,Apr 10 2019  8,1-08,1-08,H,12,Johnston Square,1155 054,728 E BIDDLE ST
1426106.33054556,592628.897342816,33112,1322,004,USE2021-54108,Y,2021/10/13 00:00:00+00,Oct 13 2021 12,3-26,3-26,Subsidized Rental Market,12,Dunbar-Broadway,1322 004,1418 E FAYETTE ST
1412061.65522289,588957.229489312,33151,0274,031,USE2021-55505,Y,2022/01/25 00:00:00+00,Jan 25 2022 12,1-08,1-08,J,9,Carrollton Ridge,0274 031,1920 RAMSAY ST
1411931.52424955,589213.162376389,33175,0274,054,USE2022-57275,Y,2022/12/29 00:00:00+00,Dec 29 2022 12,7-03,1-08,J,9,Carrollton Ridge,0274 054,305 S PAYSON ST
1412191.00732639,589223.379547566,33193,0274,072,USE2024-56143,Y,2025/01/22 00:00:00+00,Jan 22 2025 12,7-03,1-08,J,9,Carrollton Ridge,0274 072,1903 MCHENRY ST
1412159.99032806,589142.269801646,33197,0274,076,USE2016-05089,Y,2017/05/17 15:40:28+00,May 17 2017  3,2FD,SF,J,9,Carrollton Ridge,0274 076,1908 WILHELM ST
1412027.96500155,589034.672575891,33212,0274,091,USE2018-56142,Y,2019/03/29 09:00:05+00,Mar 29 2019  9,1-08,1-08,J,9,Carrollton Ridge,0274 091,1929 WILHELM ST
1412762.40972689,589206.728990316,33235,0275,007,USE2018-51597,Y,2019/03/14 15:30:06+00,Mar 14 2019  3,1-08,1-08,J,9,Carrollton Ridge,0275 007,312 S FULTON AVE
1412664.63859697,588976.136603728,33258,0275,030,USE2016-00276,Y,2016/02/23 00:00:00+00,Feb 23 2016 12,VAC,SF,J,9,Carrollton Ridge,0275 030,1814 RAMSAY ST
1427180.75785863,598152.100863308,33261,1477,025,BUSE-25-003153,Y,2025/12/10 00:00:00+00,Dec 10 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,I,12,Broadway East,1477 025,1707 E FEDERAL ST
1427210.13804922,598153.315755889,33263,1477,027,USE2022-52624,Y,2022/04/28 00:00:00+00,Apr 28 2022 12,1-08,1-08,I,12,Broadway East,1477 027,1711 E FEDERAL ST
1427337.34842472,598160.406949058,33271,1477,033,USE2022-55293,Y,2023/03/28 00:00:00+00,Mar 28 2023 12,1-08,1-08,I,12,Broadway East,1477 033,1723 E FEDERAL ST
1427449.22418521,598166.980426729,33279,1477,041,USE2021-52317,Y,2022/03/26 00:00:00+00,Mar 26 2022 12,1-08,1-08,I,12,Broadway East,1477 041,1739 E FEDERAL ST
1427463.26123063,598167.812117979,33280,1477,042,USE2024-55638,Y,2024/11/08 00:00:00+00,Nov  8 2024 12,1-08,1-08,I,12,Broadway East,1477 042,1741 E FEDERAL ST
